IMPORTAR,PRODUTO_ID_ORIGEM,NOME_ORIGINAL,NOME_PADRONIZADO,CODIGO_FABRICANTE,MARCA,CATEGORIA,UNIDADE,CUSTO_A_VISTA,CUSTO_FATURADO,PRECO_SUGERIDO,PRECO_MINIMO_CLIENTE,PRECO_VENDA,TIPO_PRECO,FONTE,CONFIANCA,STATUS_CONFERENCIA,DUPLICADO_DE,OBSERVACAO,STATUS_IMPORTACAO,IS_ACTIVE_NA_IMPORTACAO,CONDICAO_CUSTO,VIGENCIA_INICIO,ORIGEM_PRECO,PRECO_ORIGINAL,PRECO_CORRIGIDO,MOTIVO_CORRECAO,DECISAO_NECESSARIA,CODIGO_SISTEMA,PENDENCIAS_CADASTRO,CONFIANCA_ORIGEM_DJI,CATEGORIA_AGROTORK,CATEGORIA_ACAO,MARCA_ACAO,SOURCE_TYPE,SOURCE_BRAND,SOURCE_CATALOG,SOURCE_VERSION,SOURCE_REFERENCE,NCM,ICMS,PRECO_REVENDA_JR
SIM,JR-012,DRONE MIX 320L XT PICKUP Agitacao Hid + Rotor Superior 220Volts,DRONE MIX 320L XT PICKUP Agitacao Hid + Rotor Superior 220Volts,2324,JR SOLUÇÕES,LINHA PICK UP,UN,8400,,12600,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-012,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-012,84368000,,8400
SIM,JR-013,DRONE MIX 600L LE 1.5 PICKUP Agitacao Hidraulica 220Volts,DRONE MIX 600L LE 1.5 PICKUP Agitacao Hidraulica 220Volts,2362,JR SOLUÇÕES,LINHA PICK UP,UN,8900,,13350,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-013,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-013,84368000,,8900
SIM,JR-014,DRONE MIX 600L XT 1.5 PICKUP Agitacao Hid + Rotor Superior 220Volts,DRONE MIX 600L XT 1.5 PICKUP Agitacao Hid + Rotor Superior 220Volts,2353,JR SOLUÇÕES,LINHA PICK UP,UN,10700,,16000,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-014,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-014,84368000,,10700
SIM,JR-017,DRONE MIX 600L LE 1.5 PICKUP Agitacao Hid TRIFASICO 380V,DRONE MIX 600L LE 1.5 PICKUP Agitacao Hid TRIFASICO 380V,2363,JR SOLUÇÕES,LINHA PICK UP,UN,10700,,16000,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-017,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-017,84368000,,10700
SIM,JR-018,DRONE MIX 600L XT 1.5 PICKUP Agitacao Hid + Rotacao TRIFASICO 380V,DRONE MIX 600L XT 1.5 PICKUP Agitacao Hid + Rotacao TRIFASICO 380V,2354,JR SOLUÇÕES,LINHA PICK UP,UN,12900,,19350,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-018,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-018,84368000,,12900
SIM,JR-019,DRONE MIX 320L GT Agitacao por MotoBomba a Gasolina INOX,DRONE MIX 320L GT Agitacao por MotoBomba a Gasolina INOX,1426,JR SOLUÇÕES,LINHA MOTOBOMBA,UN,11000,,16000,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-019,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-019,84368000,,11000
SIM,JR-020,DRONE MIX 600L GT Agitacao por MotoBomba a Gasolina INOX,DRONE MIX 600L GT Agitacao por MotoBomba a Gasolina INOX,1427,JR SOLUÇÕES,LINHA MOTOBOMBA,UN,12300,,17200,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-020,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-020,84368000,,12300
SIM,JR-021,DRONE MIX 1.200L GT Agitacao por MotoBomba a Gasolina INOX,DRONE MIX 1.200L GT Agitacao por MotoBomba a Gasolina INOX,2380,JR SOLUÇÕES,LINHA MOTOBOMBA,UN,15900,,23900,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-021,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-021,84368000,,15900
SIM,JR-022,DRONE MIX 320L DTE Agitacao por MotoBomba a Diesel INOX com Partida,DRONE MIX 320L DTE Agitacao por MotoBomba a Diesel INOX com Partida,1497,JR SOLUÇÕES,LINHA MOTOBOMBA,UN,15900,,21500,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-022,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-022,84368000,,15900
SIM,JR-023,DRONE MIX 600L DTE Agitacao por MotoBomba a Diesel INOX com Partida,DRONE MIX 600L DTE Agitacao por MotoBomba a Diesel INOX com Partida,1498,JR SOLUÇÕES,LINHA MOTOBOMBA,UN,17000,,22900,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-023,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-023,84368000,,17000
SIM,JR-024,DRONE MIX 1.200L DTE Agitacao por MotoBomba a Diesel INOX com Partida,DRONE MIX 1.200L DTE Agitacao por MotoBomba a Diesel INOX com Partida,,JR SOLUÇÕES,LINHA MOTOBOMBA,UN,20800,,31200,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-024,MARCA A CADASTRAR (JR SOLUÇÕES); SEM CODIGO DE FABRICA,,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-024,84368000,,20800
SIM,JR-025,DRONE MIX 1.200 XP 2.0 Agitacao Hidraulica 220Volts,DRONE MIX 1.200 XP 2.0 Agitacao Hidraulica 220Volts,2375,JR SOLUÇÕES,LINHA XP,UN,14000,,21000,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-025,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-025,84368000,,14000
SIM,JR-026,DRONE MIX 1.200 XP 2.0 Agitacao Hidraulica 220Volts TRIFASICO 380V,DRONE MIX 1.200 XP 2.0 Agitacao Hidraulica 220Volts TRIFASICO 380V,2364,JR SOLUÇÕES,LINHA XP,UN,15500,,23300,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-026,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-026,84368000,,15500
SIM,JR-027,INCORPORADOR DE DEFENSIVOS JET DRONE 20,INCORPORADOR DE DEFENSIVOS JET DRONE 20,1616,JR SOLUÇÕES,INCORPORADOR,UN,3400,,4700,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-027,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-027,84368000,,3400
SIM,JR-028,TANQUE DE AGUA LIMPA 270L com 8lts de Potavel PickUp,TANQUE DE AGUA LIMPA 270L com 8lts de Potavel PickUp,1781,JR SOLUÇÕES,TANQUES DE AGUA LIMPA,UN,1050,,1600,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84369000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-028,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-028,84369000,,1050
SIM,JR-029,TANQUE DE AGUA LIMPA 410L com 8lts de Potavel PickUp,TANQUE DE AGUA LIMPA 410L com 8lts de Potavel PickUp,2189,JR SOLUÇÕES,TANQUES DE AGUA LIMPA,UN,1450,,2000,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84369000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-029,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-029,84369000,,1450
SIM,JR-030,BICO DE ABASTECIMENTO TIPO POSTO DE GASOLINA,BICO DE ABASTECIMENTO TIPO POSTO DE GASOLINA,1738,JR SOLUÇÕES,ACESSORIOS DIVERSOS,UN,220,,330,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84818099 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-030,MARCA A CADASTRAR (JR SOLUÇÕES),,Acessórios,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-030,84818099,,220
SIM,JR-031,BICO DE ABASTECIMENTO TIPO POSTO DE GASOLINA COM FLUXOMETRO,BICO DE ABASTECIMENTO TIPO POSTO DE GASOLINA COM FLUXOMETRO,1739,JR SOLUÇÕES,ACESSORIOS DIVERSOS,UN,360,,540,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84818099 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-031,MARCA A CADASTRAR (JR SOLUÇÕES),,Acessórios,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-031,84818099,,360
SIM,JR-032,MEDIDOR DE FLUXO DIGITAL,MEDIDOR DE FLUXO DIGITAL,879,JR SOLUÇÕES,ACESSORIOS DIVERSOS,UN,300,,450,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 90282010 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-032,MARCA A CADASTRAR (JR SOLUÇÕES),,Acessórios,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-032,90282010,,300
SIM,JR-033,SISTEMA DE AQUECIMENTO PARA OS AGUA LIMPA DE 270 OU 410L,SISTEMA DE AQUECIMENTO PARA OS AGUA LIMPA DE 270 OU 410L,2211,JR SOLUÇÕES,ACESSORIOS DIVERSOS,UN,750,,1100,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM não informado na tabela | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte. | CORRECAO V5: NCM nao informado na tabela JR; campo fiscal fica vazio (vazio = nao informado).,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-033,MARCA A CADASTRAR (JR SOLUÇÕES),,Acessórios,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-033,,,750
SIM,JR-034,"BASE COM CARRETEL RETRATIL 15 METROS MANGUEIRA DE 3/4""","BASE COM CARRETEL RETRATIL 15 METROS MANGUEIRA DE 3/4""",,JR SOLUÇÕES,ACESSORIOS DIVERSOS,UN,6425,,8795,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM não informado na tabela | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte. | CORRECAO V5: NCM nao informado na tabela JR; campo fiscal fica vazio (vazio = nao informado).,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-034,MARCA A CADASTRAR (JR SOLUÇÕES); SEM CODIGO DE FABRICA,,Acessórios,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-034,,,6425
SIM,JR-035,RACK PARA TRANSPORTE DE DRONE (SAVEIRO 1867 OU STRADA 1957),RACK PARA TRANSPORTE DE DRONE (SAVEIRO 1867 OU STRADA 1957),,JR SOLUÇÕES,ACESSORIOS DIVERSOS,UN,2300,,3200,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84329000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-035,MARCA A CADASTRAR (JR SOLUÇÕES); SEM CODIGO DE FABRICA,,Acessórios,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-035,84329000,,2300
SIM,JR-036,Estrutura de Trabalho DroneMix PickUp com uma prat (BASE OPERACIONAL),Estrutura de Trabalho DroneMix PickUp com uma prat (BASE OPERACIONAL),1866,JR SOLUÇÕES,ACESSORIOS DIVERSOS,UN,6450,,9525,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84329000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-036,MARCA A CADASTRAR (JR SOLUÇÕES),,Acessórios,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-036,84329000,,6450
SIM,JR-037,Prateleira Lateral extra (PARA BASE DE OPERACAO PICK UP),Prateleira Lateral extra (PARA BASE DE OPERACAO PICK UP),1831,JR SOLUÇÕES,ACESSORIOS DIVERSOS,UN,550,,825,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84329000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-037,MARCA A CADASTRAR (JR SOLUÇÕES),,Acessórios,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-037,84329000,,550
SIM,JR-038,"TANQUE PRE MIX 200 CONEXOES EM 2""","TANQUE PRE MIX 200 CONEXOES EM 2""",2338,JR SOLUÇÕES,PRE-MIX (SEM MOTOBOMBA),UN,5100,,7300,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-038,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-038,84368000,,5100
SIM,JR-039,"TANQUE PRE MIX 320 CONEXOES EM 2""","TANQUE PRE MIX 320 CONEXOES EM 2""",2008,JR SOLUÇÕES,PRE-MIX (SEM MOTOBOMBA),UN,5600,,7700,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-039,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-039,84368000,,5600
SIM,JR-040,"TANQUE PRE MIX 600 CONEXOES EM 2""","TANQUE PRE MIX 600 CONEXOES EM 2""",2237,JR SOLUÇÕES,PRE-MIX (SEM MOTOBOMBA),UN,7000,,10500,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-040,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-040,84368000,,7000
